Titulo de revista,Área,Temática,Titulo del libro,Abstract,Resumen,Link inicial,Link articulo
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",EFFECT OF DRYING AND PICKLING PROCESSES ON ANTIOXIDANT CAPACITY OF PHYTOCHEMICALS OF CHILTEPIN (Capsicum annuum L. var. glabriusculum),"The aim of this study was to evaluate the effect of two conservation methods: sun drying and traditional pickling on the physicochemical quality, composition and antioxidant capacity of phenolic compounds and capsaicinoids of wild chiltepin (Capsicum annuum L. var. glabriusculum). The results showed that the conservation processes studied in this work caused changes on the physicochemical quality. However, the parameter values, indicators of this quality, remained in agreement with the NMX. Furthermore, the level of phenols and the antioxidant capacity of the methanolic phase from sun dried chiltepin were not affected. Respect to the traditional pickling process, total phenols, total flavonoids and capsaicinoids decreased (less than 25%). Therefore, the results of this study showed that pickling conditions had a greater impact on the levels of phenolic compounds, capsaicinoids and the antioxidant capacity than the sun drying. We conclude that the process of sun drying and pickling traditional chiltepin methods may be adequate to preserve these phytochemicals.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1460/659
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",INFLUENCE OF THE TYPE OF SUPPORT AND IMMOBILIZATION ON THE ACTIVITY AND STABILITY OF LACCASE ENZYME (Trametes versicolor),"This work presents a comparative study of the influence of the nature of the substrate and the immobilization mechanism on laccase enzyme activity and stability. The supports employed were: hydrotalcite-like particles (ZnAl2), amorphous silica crystals, and glassy carbon surface. Two immobilization mechanisms were applied: one physical, by adsorption, and the other chemical, with two versions of covalent bonding. In the first, using silanes and glutaraldehyde (GA), in the second, thiols were used as anchoring reagents. Hydrotalcite and silica supports were characterized before and after immobilizing the enzyme by X-ray diffraction analysis (XRD), while in the case of glassy carbon supports electrochemical characterization was performed. The catalytic properties Kmand Kcat/Kmof every enzymatic system were evaluated in a complementary fashion, as well as the free enzyme. The kinetic characterizations were done using ABTS (ammonium 2,2’azino-bis-(3-ethylbenzothiazoline-6-sulfonate acid)), as a reagent typical of laccase in 0.1 M acetate buffer solution pH 3.7. Efficiency of the enzyme adsorbed on each support it was demonstrated that the method of immobilization is decisive in the catalysis. Greater efficiency was observed in the system that employed glassy carbon with either immobilization mechanism and these results are analogous with the free enzyme.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1464/663
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",DESIGN OF A MINIMALLY PROCESSED JUICE ADDED WITH MICRO AND NANOCAPSULES OF FOLIC ACID AND ITS USE AS VEHICLE FOR INGESTION IN WISTAR RATS,"A minimally processed pineapple juice added with micro- and nanocapsules of folic acid (FA) were designed and it was used as vehicle for ingestion of FA in an experimental model using Wistar rats. The rats were allocated into four groups and fed four different hydration diets for 30 days. Blood samples were collected after feeding to determine the erythrocyte, hematocrit count and hemoglobin concentration. Consumption of micro- and nanocapsules of folicacid-fortified juice for 30 days resulted in significant increases in plasma hemoglobin concentrations and hematocrit, as well as increased size and weight gain of the offspring. Model of von Bertalanffy allowed to describe models body weight and length rats data.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1448/650
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",USE OF FTIR-HATR COUPLED TO MULTIVARIATE ANALYSIS TO MONITOR THE DEGRADATION OF BIOACTIVE COMPOUNDS DURING DRYING OF RED PEPPER,"The use of Fourier Transform Infrared Spectroscopy (FTIR) coupled to multivariate analysis made possible to monitor the degradation of bioactive compounds during the drying process of red pepper in a tray dryer. The FTIR spectra were obtained at different drying times and temperatures and showed variation among them. This behavior provided the possibility of assessing the degradation of functional compounds present in red pepper along the drying process by a chemometric model. The chemometric model obtained, correlated the quality parameters considered at different drying times and the corresponding FTIR spectra, and was developed with the PLS algorithm, which showed the best correlation between the bioactive compounds and the spectral images, obtaining R2 values greater than 0.99 for all properties analyzed. Critical regions during the drying process were identified where change in the operating conditions could be performed to preserve the product quality. Drying times larger than those required to give final product moisture of 0.1 d.b. caused severe degradation in all analyzed parameters (carotenoids, ascorbic acid, total phenols and antioxidant activity).",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1452/654
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",MECHANICAL BIOSENSORS IN BIOLOGICAL AND FOOD AREA:,"A review of state the art about the structure, classification and operation of biosensors applied in food and biological areas is presented. This review is focused to mechanical biosensors that use mili, micro and nanocantilevers. Basic concepts of atomic force microscopy and optical systems, used as testing platform of biosensors are described. The most funcionalized strategies and geometrical configurations are also explained. Mathematical methods for evaluating the performance in static and dynamic mode of the mechanical biosensors are reviewed and examples of application in biological and food areas are provided. An overall description of the operational effect of operation conditions and design variables on the sensitivity devices is also proposed. A brief description of the design processes and manufacturing of cantilevers based silicon technology as well as information about BioMEMS and BioNEMS are provided. Finally, overall trends in research, development and commercialization of biosensors are described briefly as well as probable areas of development in food biosensors. Thereby, this review provides an overall view of biosensors, as an exploratory guide to identify the most important aspects of this technology.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1454/656
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",USE OF CATALYSTS IN FISCHER-TROPSCH PROCESSES,"Fischer-Tropsch process involves synthesis gas reaction (H2 and CO), by means of a catalyst in a fixed or fluidized bed reactor, in order to obtain hydrocarbons of longer chains than methane. Liquid products derived from this synthesis are: diesel, gasoline, synthetic oil, methanol, dimethyl ether, olefins, gasoline, ammonia, etc., which have a high added value. The currently known catalysts for Fischer-Tropsch synthesis are made of nickel, to hydrogenation of fats and chemicals, iron and cobalt, to obtain hydrocarbons, and copper for the synthesis of alcohols. These catalysts have been modified to increase their efficiency and selectivity, so the aim of this paper is to present an organized research on various types of catalysts used in Fischer-Tropsch process, in order to summarize main points to be considered to ensure a better relation cost / performance in this type of processes.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1465/664
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",EFFECT OF Si/Al RATIO IN DEEP HYDRODESULFURIZATION OF Pt/Al-MCM41 CATALYTS,"In this work Pt catalysts (1 wt. %) were prepared by incipient wetness impregnation employing a series of mesoporous Almodified MCM-41 at Al2O3/SiO2mass ratios equal to 10, 25 y 40 by means of chemical grafting method. Such materials were characterized and tested in the HDS of dibenzothiophene (DBT) and 4,6 dimethyldibenzothiophene (4,6-DMDBT) as model molecules in a batch reactor to similar industrial conditions (320◦C and 5.5 MPa). These Pt catalysts exhibited higher activity than Pt/Al2O3used as a reference. The order of activities was: Pt/Al(40)MCM41 > Pt/Al(10)MCM41 ≈ Pt/Al(25)MCM41 > Pt/Al2O3 >> Pt/MCM41and selectivity was mainly to desulfurization products. The most active catalyst was tested in the HDS of 4,6-DMDBT and the results showed an important effect for Al in the HDS of highly refractory molecules.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1466/665
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",LANGMUIR ADSORPTION ISOTHERMS FOR DIFFERENT ORGANIC SOLUTIONS OF CHOLESTEROL,"In this work, the surfactant properties of cholesterol in organic solvents are studied. Hexane, iso-octane, isododecane and toluene were used as the hydrophobic phase, and bidistilled water was used as the water phase. The captive bubbles were supported on a quartz surface and the axisymmetric drop shape analysis (ADSA) routine was performed to obtain contact angles (θ) and surface tension values (γ). Cholesterol was effective in reducing the interfacial tension of the oil/water system in all organic solvents. The appearance of turbidity associated with cholesterol crystallization is observed to be below concentration limits in all samples, because the liquid-liquid interface reduces the energy barrier required for nucleation. Experimental values of γ were adjusted with theoretical values obtained by applying Szyszkowski-Langmuir isotherm, showing good correlation between data. Finally, Szyszkowski-Langmuir constant (KL) and Gibbs energy of absorption were calculated for the binary systems.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1467/666
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",EFFECT OF VARIOUS PRETREATMENTS ON ANAEROBIC BIODEGRADABILITY AND QUALITY MICROBIOLOGY OF WASTE ACTIVATED SLUDGE,"In this paper was evaluated the effect of different pretreatments on the solubilization, biodegradability and microbiological quality of waste activated sludge. Six pre-treatments were assayed: thermal, alkaline, ultrasonic, thermal-alkaline, alkaline ultrasonic, ultrasonic-alkaline. Pretreatment with that achieved the highest solubilization was ultrasonic-alkaline pretreatment with 85% and this had the highest biodegradability of 65%. Besides, we observed a reactivation of pathogens in all cases, except thermal-alkaline, which implies a decrease in their microbiological quality and biosolids do not fulfill with the classification type A. The phenomenon of reactivation of pathogens may involve a review of the classification criteria of the biosolids or the inclusion of a parameter storage time prior to final disposal, which would raise the costs of disposal.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1468/667
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",ESTIMATION OF THE CONDENSATION HEAT TRANSFER COEFFICIENT FOR STEAM WATER AT LOW PRESSURE IN A COILED DOUBLE TUBE CONDENSER INTEGRATED TO A HEAT TRANSFORMER,"An experimental study was conducted to calculate the condensation heat transfer coefficient of steam water in a double helical tube condenser. The steam flows through the inner tube and the cooling water flows in counter flow in the annular section. The operating pressure of the condenser is ranging from 4 kPa to 9 kPa and the Reynolds number of steam is ranging from 7200 to 23200. The mass flux of the cooling water is ranging from 450 kg/m2s to 850 kg/m2s. The heat transfer coefficient is calculated by two methods: the first is based on energy balance and heat transfer equations, and the second by Wilson Plot method. The heat transfer coefficient results shows similarity between both methods and it is ranging from 2200 W/m2◦C to 5500 W/m2◦C. Furthermore, we propose a correlation for the condensation heat transfer coefficient based on the Nusselt, Reynolds and Prandtl numbers.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1473/670
