Titulo de revista,Área,Temática,Titulo del libro,Abstract,Resumen,Link inicial,Link articulo
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",ANTIOXIDANT ACTIVITY AND CITOTOXIC EFFECT OF Cladocolea loniceroides (van Tieghem) Kuijt (Loranthaceae),"Cladocolea loniceroides is an endemic mistletoe to Mexico which causes economic losses. In order to find out its usefulness, the objective of this work was to assess polyphenols, especially flavonoids, as obtained of aqueous and methanolic extraction of leaf, fruit and stalk, as well as its antioxidant activity (AOxA), which was assessed as % of DPPH•(1,1-diphenyl -2-picrylhydrazyl) inhibition. AOxA was also evaluated through the malondialdehyde content produced by the lipid peroxidation, induced by intraperitoneal injection of iron-dextran, into rat blood serum. The polyphenols citotoxic effect was evaluated on the cellular line ZR-75-1 of breast cancer, which was determined through its LC50 value (extract concentration that provides 50% of cellular death). Total polyphenols assessed were (mg eq. GA): fruit>leaf>stalk (189.5 ± 4.9; 93.33± 0.9 y 74.5 ± 4.2, respectively). AOxA of aqueous and methanolic extractions of leaf, fruit and stalk is a consequence of the chelating capacity of polyphenols. The aqueous extract of the fruit (82.6 ± 0.4% DPPH•inhibition; IC50= 0.39 mg eq. GA/g dry fruit and Fe2+ chelating capacity) administered at 0.77 mM eq. GA managed to inhibit the lipid peroxidation in vivo. The cytotoxic effect was observed at a LC50=0.09 mg eq. GA/mL).",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1659/787
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",INFLUENCE OF CORN VARIETY ON PHYSICOCHEMICAL CHARACTERISTICS OF HUITLACOCHE (Ustilago maydis),"In this research the influence of variety of corn used as substrate in the physicochemical characteristics of Huitlacoche (Ustilago maydis) was studied. Three corn varieties were used: Bengala, Tigre and QMP. The corn varieties were produced under same conditions and were characterized chemically: starch, protein, lysine and tryptophan. Different corn varieties were inoculated artificially with U. maydis. Huitlacoche were collected after 28 days and◦Brix, titratable acidity, vitamin C, pH, chlorophyll, sugars, luminosity, tone angle, color purity, protein, lysine, tryptophan and quality index were determined. Results shown that three corn varieties had significant differences (P<0.05) in starch, lysine and tryptophan. In huitlacoche produced in different corn varieties had significant differences on ◦Brix, titratable acidity, vitamin C, chlorophyll, total sugars, protein, color purity, lysine, tryptophan and quality index. Results suggest that corn variety have influence in physicochemical characteristics of U. maydis, finding a major quality index when it is inoculated on QMP corn variety. ><0.05) in starch, lysine and tryptophan. In huitlacoche produced in different corn varieties had significant differences on◦Brix, titratable acidity, vitamin C, chlorophyll, total sugars, protein, color purity, lysine, tryptophan and quality index, Results suggest that corn variety have influence in physicochemical characteristics of U. maydis, finding a major quality index when it is inoculated on QMP corn variety.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1660/788
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",BIOACTIVE PEPTIDES RELEASED BY LACTIC ACID BACTERIA IN COMMERCIAL FERMENTED MILKS,"The aim of this study was to evaluate the release of bioactive peptides encrypted in milk proteins by proteolytic activity of lactic acid bacteria in commercial fermented milks in refrigerated storage. Peptide concentration varied from 0.05 mg / ml in LF-3 (Lactobacillus casei) and LF-4 (Lactobacillus acidophilus) to 0.227 mg / ml in LF5 (Lactobacillus casei and S. thermophilus) and LF-1 (Lactobacillus casei) after 10 days of storage, when the maximum concentration was reached. During refrigerated storage, all samples presented peptides with molecular weight lower than 14.4 kDa. The fermented milk LF-2 (Lactobacillus acidophilus y Streptococcus thermophilus) had the highest variety of peptides, and even peptides lower than 1.4 kDa were found, some of them with aromatic amino acids, which are present in the primary structure of antihypertensive peptides. These results suggest that the concentration and diversity of peptides depends on microorganism in the fermented milk. Peptides molecular weights were compared with those reported in literature for bioactive peptides, finding similarities, thus increasing the expectations to have peptides with physiological importance in fermented milks.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1661/789
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos","COMPARATIVE STUDY FOR OXYGENASES PRODUCED BY Aspergillus niger, ATCC 9642, IN SOLID-STATE AND SUBMERGED FERMENTATION","In recent years, solid state fermentation (SSF) has shown much promise in the development of several bioprocesses and products. Some of these applications include bioremediation and biodegradation of hazardous compounds, biological detoxification of agroindustrial residues, production of micotoxins, antibiotics, gibberellins, biopesticides, organic acids, flavour compounds, enzymes, etc. This study deals with the comparison of the oxygenases, produced by Aspergillus niger, ATCC 9642, under submerged fermentation (SmF) and SSF using hexadecane as inducer, in the presence and absence of glucose. In addition, the characterization of both systems is also presented here. The results show higher biomass yield (Yx/s), higher specific growth rates (µ) and higher rates of hexadecane consumption (qs) for SSF than for SmF, when only hexadecane is used as substrate. Mineralization is higher, for both systems, when a mixture of glucose and hexadecane is used as substrate. The oxygenase produced under SSF has no specificity difference for aliphatic hydrocarbons (linear and non linear). But, it increases for aromatic substrates as the complexity of the ring increases. Oxygenase produced under SmF has lower activities, at least 7-folds, compared to SSF.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1662/790
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",RECOMBINANT PROTEIN PRODUCTION IN Escherichia coli,"Recombinant proteins production (RP) is one of the most important contributions of modern biotechnology. The most important bacterial host for RP production is Escherichia coli, although Bacillus subtilis and Bacillus megaterium are also gaining importance. Due to its economical relevance and impact on human health, the present review is focused on the production of RP in E. coli. General aspects of vector design, strain selection as well as cultivation and downstream processing are covered. Particularly, the opportunities to improve cultivation schemes and downstream through metabolic engineering are discussed.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1663/791
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",MORPHOLOGICAL CHARACTERIZATION OF AERIAL HYPHAE AND SIMULATION GROWTH OF Fusarium solani UNDER DIFFERENT CARBON SOURCE FOR APPLICATION IN THE HYDROPHOBIC VOCs BIOFILTRATION,"This work presents the effect of different carbon sources (glycerol, 1-hexanol and n-hexane) over the morphology of the aerial hyphae of the filamentous fungus Fusarium solani for its application in the biofiltration of volatile organic compounds (VOCs). A mathematical model was developed and further verified that combines microscopic and macroscopic parameters describing the mycelial fungal growth. Image analysis of microcultures and culture in agar dishes was performed to determine the morphological parameters. The results show that the hydrophobic and volatile carbon sources modified the morphology of Fusarium solani, this is associated with the better utilization of the volatile carbon source. The main morphology changes observed with glycerol and n-hexane, were the reduction in both the hyphal diameter (from 2.99±0.29 µm to 2.01±0.35 µm) and the average hyphal length (from 603.8±48.3 µm to 280.1±36.6 µm). These results indicate an increase in the transport area for the same amount of biomass as an adaptation response to increase the uptake of volatile hydrophobic substrates.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1664/792
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",ASSESSMENT OF THE KINETICS OF CONTACT ANGLE DURING THE WETTING OF MALTODEXTRIN AGGLOMERATES,"The wetting phenomenon of thick agglomerates was studied using tablets produced from 8 different fractions obtained from sieving of maltodextrin (DE 15) powder. The fractions ranged in size from 38 to 150 µm. The tablets were produced by applying compression force equivalent to 2 tons by means of a hydraulic press. Wetting kinetics was followed, after deposition of a water droplet on the surface of the tablets, by measuring the changes in contact angle. After an initial descent, the curve showed oscillations due to droplet recoiling phenomenon. Surface texture was rougher for tablet than for the wetting mark as evaluated by Fractal Dimension of Texture and Angular Second Moment. No clear tendency of the effect of particle size on these parameters was observed.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1671/798
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",EFFECT OF COMPLEMENTARY MICROWAVE DRYING ON THREE SHAPES OF MANGO SLICES,"The effect of complementary microwave drying on three different, osmotically predehydrated mango slices (oval, longitudinal and transversal) was investigated. Sugar gain, weight reduction and water loss were evaluated for the three shapes after osmotic dehydration. Surface response methodology was used to determine the effect of microwave drying time and microwave plate load on the osmotically dehydrated slices. The results showed a significant effect on the response variables: dissolved sugar content (◦Bx) and slice surface final temperature. At temperatures greater than 100◦C, thermal damage was present in all the shapes. The maximum weight loss (35- 45%) without thermal damage was achieved for all the shapes at temperatures between 95 to 98◦C. This favorable drying range was bounded with upper and lower linear regressions, then microwave drying times and microwave plate loads to reach this zone were determined. The transversal slice dried the most plate loads (170 to 500 g), in less drying time (268 to 600 s) and achieved a sugar concentration between 77 to 63◦Bx.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1672/799
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",WHISKERS DE CELULOSA A PARTIR DE RESIDUOS AGROINDUSTRIALES DE BANANO: OBTENCIÓN Y CARACTERIZACIÓN,"Debido al potencial que presentan los whiskers de celulosa (CW) como refuerzo en el diseño, procesamiento y producción de nanobiocompuestos, el objetivo de este estudio fue la obtención de whiskers a partir de residuos agroindustriales de banano (Musa cavendish). La metodología para la obtención de la celulosa incluyó procedimientos químicos, tales como hidrolisis ácida, cloración, extracción alcalina y blanqueamiento. Una doble hidrolisis acida controlada, (4N HCl y H2SO4al 64%) y un proceso de sonificación fueron utilizados para su extracción. El producto final fue caracterizado por Espectroscopia de Infrarrojo (FTIR), Difracción de Rayos-X(XRD), Análisis Termogravimétrico (DTG), Polariscopio y Microscopía de Fuerza Atómica (AFM). Los patrones de difracción de Rayos-X indican una alta cristalinidad, debida a la manera eficiente de disolución de las regiones amorfas (lignina y hemicelulosa) por los tratamientos ácidos. Estos resultados fueron confirmados con los espectros de FTIR. Las micrografías de AFM permitieron evaluar las dimensiones características de los CW, longitud de 200 nm a 1.3µm y diámetro entre 7 - 70 nm, mostrando una alta relación de aspecto (l/d) para actuar como refuerzo en materiales compuestos, evidenciando el potencial de los desechos agroindustriales del banano como una fuente para la obtención de whiskers de celulosa.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1673/800
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",MORPHOMETRIC CHARACTERIZATION OF SPRAY-DRIED MICROCAPSULES BEFORE AND AFTER α-TOCOPHEROL EXTRACTION,"Microcapsules were obtained by spray-drying of α-tocopherol (AT) - in- water emulsions subjected to single and double atomization yielding single atomized microcapsules (SAM) and double atomized microcapsules (DAM) which had different core to wall material ratios. Micrographs of whole and AT extracted of SAM and DAM obtained from Environmental Scanning Electron Microscopy (ESEM) were image analyzed and the Feret diameter, projected area, perimeter, maximum perimeter, shape factor and Fractal Dimension of contour (FDc) and texture (FDt) were determined. Whole DAM presented higher FDc and FDt than SAM, while SAM presented higher FDc values for all the microcapsules and higher DFt values for the AT to wall materials ratios 1:4 after the AT extraction. Most of the microcapsules displayed significantly different perimeter but non- significant projected areas, whereas the extracted microcapsules tended not to show significant differences between these two parameters.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1674/801
