Titulo de revista,Área,Temática,Titulo del libro,Abstract,Resumen,Link inicial,Link articulo
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos","BIOFUNCTIONALITY, COLORIMETRIC COEFFICIENTS AND MICROBIOLOGICAL STABILITY OF BLACKBERRY (Rubus fructicosus var. Himalaya) JUICE UNDER MICROWAVE/ULTRASOUND PROCESSING","The bio-functionality of blackberry juice has acquired great relevance in the field of foodstuff, since it reduces the risk of chronic-degenerative diseases due to its high content of antioxidant compounds such as polyphenols/anthocyanins. However, conventional thermal processing decreases the content of these compounds; hence, alternative technologies —as microwaves and ultrasound— are currently in research. In this context, the effect of thermal and microwave/ultrasound processing on the physicochemical properties, polyphenols (mg GAE L-1) and anthocyanins (mg C3G L-1), antioxidant capacity (FRAP and DPPH), and microbiological stability of blackberry juice were evaluated. The results showed that pH and °Brix increased their value in microwave/ultrasound processed juice (MUJ) compared to conventionally pasteurized juice (FPJ and SPJ) and raw juice (CJ). MUJ showed good microbiological stability after 30 days of storage at 4 °C as well as conventionally processed juices (FPJ and SPJ); nonetheless, in MUJ increased color parameters (L * (a * / b *), ΔE *, H *, C *), content of polyphenols/anthocyanins and bioactivity (antioxidant) were found compared to other juices. Therefore, the microwave/ultrasound combination processing may be used in order to obtain a functional beverage (high in antioxidants), safe for human consumption (good microbiological stability), that preserves its sensory characteristics after one month of storage.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/14/85
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos","EFFECT OF CHITOSAN-PEPPER TREE (Schinus molle) ESSENTIAL OIL BIOCOMPOSITES ON THE GROWTH KINETICS, VIABILITY AND MEMBRANE INTEGRITY OF Colletotrichum gloeosporioides","Recent studies have demonstrated that the micro and nanoparticles of chitosan (CS) have anin vitroantifungal effect against filamentous fungus that are of importance in food. This study was made to evaluate the antifungal activity of chitosan nanoparticles, pepper tree essential oil (PEO), and chitosan biocomposites loaded with pepper tree essential oil (CS-PEO), on thein vitrogrowth ofColletotrichum gloeosporioides. The particles were obtained by nanoprecipitation and the size and superficial charge (Z potential) were evaluated using dynamic light dispersion analysis (DLS). The mutagenic potential and the acute toxicity were also evaluated. The effect on the radial growth, spore’s germination, viability, and damage to the membrane´s integrity, were determined. The effect on the kinetic growth parameters was also determined. Results showed that the CS and CS-PEO particles diameter was 341.2 ± 12.40 and 355.3 ± 25.3 mm, respectively.In vitroassays showed both nanoparticles with a high inhibition potential onC. gloeosporioides, and low mutagenicity and toxicity. At a concentration of 0.160 mg/mL, the CS-PEO biocomposite presented a greater (P<0.05) inhibitory effect on radial growth, spore germination and viability of the spores, this constitute a natural alternative to the use of fungicidal chemical agents for fungus control.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/15/3
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",XYLANASE ENZYMES PRODUCTION BY Aspergillus fumigatus IN SOLID STATE FERMENTATION AND SUBMERGED FERMENTATION,"The fermentation processes can be divided generally in Solid-State Fermentation (SSF) and Sumerged Fermentation (SmF) presenting different in the comportment of the microorganism. Both systems have been studied for the enzymes production of industrial interest using microorganisms asAspergillussp. that xylanase produced with important industrial application. In this work the effect of culture conditions (SSF and SmF) and the type of inert support (polyurethane foam, perlite and volcanic stone) in the production of xylanase by a strain identified asAspergillus fumigatuswas evaluated. The enzyme activity produced with perlite (54.08 U/gdm) and PUF (17.42 U/gdm) was higher than produced in SmF (2.06 U/mL). Using volcanic stone prevented the production of xylanases. Additionally, the SSF using perlite productivity was 18 times major that obtained in SmF, also, PUF using productivity increased 9 times relative to the liquid culture. Thereby, comparison of the kinetic parameters led to the conclusion that the SSF using perlite as an inert support generates a better alternative for obtaining xylanolytic activity fromA. fumigatus.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/16/4
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",DECOLORIZATION OF REACTIVE BLACK 5 BY IMMOBILIZED Trametes versicolor,"Azo dyes released in wastewaters of textile industry are an important factor of environmental pollution. The use of immobilized white rot fungi cells is considered the best alternative to decolorize these effluents. In this work, a 2kfactorial design was applied to increase the specific decolorization rate (rd) of Reactive Black 5 (RB5) byTrametes versicolor,using free (FC) and immobilized cells (IC). The results indicated that IC were more efficient than FC for RB5 decolorization. Immobilization modified fungal metabolism with a decrease in CO2production, while laccases increased in presence of RB5. Decolorization process at bioreactor showed that IC (removal of 84% in 24 h) were more efficient than FC (85 % in 144 h). The decolorization of RB5 analyzed using UV–vis spectrophotometry suggested that degradation was the main mechanism for dye removal by IC, whereas in FC both absorption and degradation contributed to color removal.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/21/9
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",DEVELOPMENT OF A BIOREACTOR BASED ON LIPASE ENTRAPPED IN A MONOLITHIC CRYOGEL FOR ESTERIFICATION AND INTERESTERIFICATION REACTIONS,"In this work, it was developed novel bioreactor consisting ofAspergillus nigerlipase (ANL) entrapped in a polyacrylamide-based supermacroporous monolithic cryogel. Bioreactor performance in catalyzing the flavor ester butyl butyrate was optimized as a function of temperature (°C), substrate molar ratio (butyric acid: n-butanol) and added water (% (v/v)). The bioreactor was also applied to interesterification reactions. The maximum esterification yield (46%) for butyl butyrate synthesis was found at 40 °C, with a butyric acid:n-butanol molar ratio of 1:1.43 and added water of 65% (v/v). The bioreactor proved to be reusable with four consecutive reuses in the esterification reaction, with a residual esterification yield of 64.6% and volumetric activity of 31.6 mmol/mL·h. A high interesterification yield (17.35% in 24 h) was achieved when the substrate concentrations of tripalmitin and triolein were both 15 mmol/L, 35% added water (v/v) and temperature of 40 °C. These results showed that the bioreactor is a promising biocatalyst for biotechnological applications.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/29/15
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",PHYSIOLOGICAL RESPONSE TO FURAN DERIVATIVES STRESS BY Kluyveromyces marxianus SLP1 IN ETHANOL PRODUCTION,"The yeasts used in the production of second generation ethanol are affected by inhibitory compounds as 5-hydroxymethylfurfural (HMF) and furfural that are releasing during the hydrolysis step; these compounds affect the fermentative capacities of the yeast. To find new yeast strains with outstanding capacities to be used in the production of second generation ethanol; in this study, we evaluated the physiological response to furan derivatives stress by native yeastKluyveromyces marxianus(SLP1), and compared it with the commercial yeastSaccharomyces cerevisiaeethanol red (ERD). We used a chemically defined medium added with HMF and furfural at different concentrations; a control condition without inhibitors, and four stressing conditions, HMF 7 gL-1, furfural 3gL-1, HMF 3.5 gL-1 with furfural 1.5 gL-1, and HMF 7 gL-1 with furfural 3 gL-1. K. marxianus exhibited a greater capacity to assimilate the inhibitory compounds in less time than S. cerevisiae ERD; also, K. marxianus SLP1 strain showed better behavior to produce ethanol on inhibitory conditions. Despite the effects provoked by the inhibitory compounds, the yeasts could produce ethanol over 80% of conversion. In conclusion, the yeast K. marxianus SLP1 can be an option to produce second generation ethanol at industrial level.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/30/16
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",MORPHOGENESIS AND SECONDARY METABOLITES PRODUCTION IN THE MEDICINAL PLANT  Castilleja tenuiflora Benth. UNDER NITROGEN DEFICIENCY AND STARVATION STRESS IN A TEMPORARY IMMERSION SYSTEM,"Castilleja tenuifloraBenth. is a medicinal plant that synthesizes polyphenolic compounds such as phenylethanoid glycosides (PhGs), flavonoids, lignans, and iridoid glycosides with pharmacological activities.In vitroculturing of plants combined with a stress as nutrient deficiency has been shown to be a good biotechnological strategy to stimulate secondary metabolism. Our aim was to evaluate the responses ofC. tenuifloraplants to stress by nitrogen (N) deficiency and starvation in a temporary immersion system. The treatments were plants grown in B5 liquid medium with 25.74 mM (control), 1.32, 0.66 (deficiency) and 0 mM (starvation) N concentration. Matter and shoot multiplication rate decreased over 40%, chlorophylls content decreased, roots length increased, and leaves showed chlorosis. In deficiency conditions (0.66 mM N), PAL enzyme was more active and total phenolic compounds were enhanced. At day 21: maximum concentration of verbascoside, isoverbascoside and aucubin was observed in 0.66, 1.32 and 0 mM N treatments (283 ± 0.5, 90 ± 0.3 and 12.5 ± 0.1 mg g-1DM, respectively) and presence of anthocyanins was evident in stems. Under N deficiency, the first defense response is an oxidative burst, PhGs and iridoids are powerful antioxidants; thereby, the increase of these compounds andde novosynthesis of anthocyanins relief oxidative damage. Our results show thatin vitroculture in a temporary immersion system combined with N deficiency is an excellent method to increase secondary metabolites inC. tenuifloraplants.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/34/19
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",PHYSICOCHEMICAL CHANGES OF CORN STARCH DURING LACTIC ACID FERMENTATION WITH Lactobacillus bulgaricus,"Lactic acid fermentation (LAF) has been used since antiquity to conserve food including starchy food. The bioaccessibility of starch depends on the food microstructures. Therefore, the understanding of the physicochemical transformations of the starch suffered during LAF will allow to develop an adequate processing of the alimentary matrices. In this work, native corn starch (NCS) dispersions were inoculated withLactobacillus bulgaricus(2x107cells ml-1) and fermented for 24 h at 38 ºC. Physicochemical changes of starch granules during fermentation time were monitored by XRD, FTIR and DSC. The crystallinity content achieved a maximum value (39.72±1.02%) after 12 h of fermentation. In contrast, the absorbance ratio 1047/1022 from FTIR measurements increased as the fermentation advanced. Likewise, DSC analysis showed that the gelatinization enthalpy increased 60.0% after 12 h of fermentation, reflecting the production of ordered microstructures. Thus, it is suggested that LAF increased the resistant starch content in corn starch granules.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/39/23
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",In vivo ANTI-INFLAMMATORY ACTIVITY AND ACUTE TOXICITY OF METHANOLIC EXTRACTS FROM WILD PLANT LEAVES AND CELL SUSPENSION CULTURES OF Buddleja cordata Kunth (Buddlejaceae),"Buddleja cordatais a species used by Mexican folk medicine for treating illnesses related to inflammation such as skin wounds and arthritis. It bio-synthesize metabolite such as verbascoside that contribute to its ethno-therapeutic properties as anti-inflammatory remedy. HPLC analysis showed that the methanolic extract from cell suspension cultures (Bc-Cc) and wild plant leaves (Bc-Wp) contained verbascoside, but concentration was higher in Bc-Cc (87.48 mg/g) than in wild plant (47.34 mg/g). In the acute toxicity model, none of the extracts generated any lethality or adverse effects. In acute inflammation model induced with TPA, Bc-Cc extract showed a greater edema inhibition at 2 mg/ear (61.72%), as well for carrageenan model at 200 mg/kg (48.87%). Bc-Wp showed lesser anti-inflammatory effect in both acute inflammation models than Bc-Cc. For Adjuvant-induced arthritis both extracts at 250 mg/kg generated a moderate inhibition over edema (≈33%) at day 28, and they were statistically no different to phenilbutazone. The culture in suspension ofB. cordataobtained by biotechnological process contains greater amount of verbascosido and showed better anti-inflammatory activity; thus, representing a source for obtaining this type of secondary metabolite of pharmacological interest.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/42/26
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",EFFECT OF CONCENTRATION OF SALTS IN ETHANOL PRODUCTION FROM ACID HYDROLYSIS OF CLADODES OF Opuntia ficus indica var. Atlixco,"Acid hydrolysis from cladodes ofOpuntia sp. var Atlixco was performed. The total reducing sugars released showed a linear relation to the concentration of phenolic compounds released, which can be a determining factor in fermentative processes. Wild microorganisms were isolated from the cladodes, three of which showed fermentative capacity using nopal hydrolysates. Molecular identification showed the presence ofCandida intermedia, Saccharomyces cerevisiaeandZygosaccharomyces bailii; microorganisms that proved capable of producing ethanol. The results showed that pH is the principle factor that impacted ethanol production, and that when associated with conditions of oxygen limitation generated yields (Yp/s) of 48 % compared to the maximum theoretical value. Also, adding magnesium salt to the culture medium at a concentration of 0.5 g/L had the greatest effect on ethanol production forS. cerevisiaeandZ. bailii. In other results, a slight reduction in product formation was observed forZ. bailiiwhen (NH4)2SO4was used as the nitrogen source, while forS. cerevisiae, ethanol production increased slightly, from 1.64 to 2.11 g/L when the hydrolized is used with 5 g/L of nitrogen salts. These results show that, in general, adding the nitrogen source did not promote product formation.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/44/28
