Titulo de revista,Área,Temática,Titulo del libro,Abstract,Resumen,Link inicial,Link articulo
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",CODEX ALIMENTARIUS AND INTERNATIONAL REGULATIONS TO CONDUCT FOOD SAFETY ASSESSMENT OF FOODS DERIVED FROM RECOMBINANT-DNA PLANTS,"In 2004, The Codex Alimentarius Intergovernmental Task Force on Foods Derived from Biotechnology approved that their work objective would be the elaboration of norms, directives and recommendations for foods produced by means of modern biotechnological procedures. The work is scheduled for completion in 2009. In this paper we analyze the method of evaluation proposed by the Codex in the document: ""Guidelines for the Conduct of Food Safety Assessment of Foods Derived from Recombinant-DNA Plants"" and discuss some of its shortcomings. We also mention a proposal put forward by Mexico that, in some cases, the assessment should include post-market surveillance. This is a fundamental contribution to ensure that the guidelines will fulfill their objectives. In this work, we reflect on the method of evaluation defined by the Codex and propose some actions that Mexico should urgently deal with in order to adequately protect its population.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1833/926
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos","MECHANICAL, STRUCTURAL AND GEOMETRICAL CHANGES CAUSED BY COLD SHORTENING IN COOKED MEAT","The aim of this work was to evaluate the mechanical, structural and geometrical changes caused by cold shortening in cooked meat. Non-contracted and contracted samples of Semimembranosus muscle from 4 animals (6 year old, cows) were used. These samples were cooked at temperatures of 50, 55, 60 and 70°C for 90 min. Tensile tests indicated that at 50°C, contracted meat was tougher than the non-contracted meat. At 55°C a reduction in toughness was only observed in non-contracted meat. Above 60°C, the contracted meat was significantly tougher than the non-contracted meat (p< 0.05). Geometrical (surface and diameter) and structural (sarcomere length) characteristics decreased in both cases. Collagen solubility reduced in the case of contracted meat and this diminution explains partially the toughness differences observed in both samples.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1835/927
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",BIO-REACTORS DESING FOR SOLID STATE FERMENTATION,"In recent years, there has been a renewed interest in solid-state fermentation processes due to its high productivity of bioactive compounds, for that reason there is a constant search of improved designs that are able to be operated at industrial levels. The present work reviews the principal equipments designed for solid-state bioprocess.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1842/930
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",VOLATILE COMPONENTS IN MEZCAL,"In this work, the volatile compounds were studied in ten commercial mezcals (Traditional Mexican agave spirits) via extraction liquid-liquid with dichloromethane and concentrating the organic extract by evaporation. The analysis of the extracts was performed with gas chromatography-mass spectrometry (GC-MS) method. Eighty five components were identified that, subsequently were classified in function of its chemical behavior in acetals, organic acids, alcohols, ketones, aldehydes, esters, phenols and terpenes. The alcohols, esters and acids were the groups more abundant in constituent and quantity. Also, we found 30 components previously reported in the literature like important aroma describers in spirits. The analyzed mezcals present a great variability in quantity of constituent and in area percentages of the correspondent picks in the chromatograms.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1843/931
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",PREPARATION AND CHARACTERIZATION OF THERMOPLASTIC COMPOSITE MATERIALS REINFORCED WITH ENGINEERING FIBERS,"Thermoplastic composites based on a polypropylene matrix were prepared and mechanically characterized; these composites were unidirectionally reinforced with engineering fibers (Twaron, Kevlar and Carbon). The powder method was used to impregnate the fibers; the impregnation parameters like impregnation height, particle size and impregnation time, were controlled to create the impregnation profiles from were the impregnation conditions for the composite prepared were established. The impregnated fibers were compression molded and tested at tension. The results show that the powder method is a useful alternative to efficiently prepare thermoplastic composites with different fiber contents.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1844/932
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",A PARTIAL CHARACTERIZATION OF THE RED PIGMENT FROM THE MEXICAN FRUIT CACTUS “JIOTILLA” (Escontria chiotilla [Weber] Britton & Rose),"The chemical and physico-chemical composition of the red pigment from “ jiotilla”, a fruit from a cactus called Escontria chiotilla, has not been properly studied so far. This cactus, which produces a red pulp fruit, is mainly grown in the southeast arid zone of Mexico, called the Mixteca Baja Oaxaqueña. Therefore, this work deals with the partial physico-chemical characterization of the red pigment extracted from this fruit. To achieve this goal, the red pigment was obtained by a methanol extraction. The reconstituted pigment was partially purified by using a preparative thin layer chromatography. The pigment bands, were analyzed to get a 200-700 nm absorption spectrum and a gradient HPLC analysis. The latter was performed by using a C18 reverse phase column. The red pigment was identified as betalains, which were composed of 119±3.1 mg yellow betaxanthins/kg fruit and 89±6.5 mg red betacyanins/kg fruit. In the same way, the betaxanthins were made of vulgaxanthin I, vulgaxanthin II and indicaxanthin, but only one betacyanin was found, the betanine.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1836/928
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",STUDY OF FUNCTIONALIZED POLYMERS SUCROSE,"In one first stage of our study, we got functionalized sucrose polymers (PSU) using, as synthesis method, ultrasonic irradiation. The products (PSU-1 and PSU-2) were characterized to evaluate their possible use as material adhesive. The results obtained using FTIR, Differential Scanning Calorimetry and physical mechanical essays allowed, in a second stage, to modify properties by departing from the modulation of the soft segment of the reaction. This, in turn, could improve the parameters that influence the adhesiveness by taking in account the influence of the molecular shapes in the physical and mechanical properties of high molecular weight compounds.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1841/929
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",ESTIMATION OF FORMATION TEMPERATURES IN RESERVOIRS: INVERSE METHOD,"We describe a numerical procedure based on the inverse method to model the thermal stabilization in both, an oil well and a geothermal well, after the drilling mud circulation has stopped. The formation temperature and the drilling mud temperature are estimated. For the model we use the temperature in shut-in time taken at a fixed depth, the mud temperature in the surface and the time when the circulation stopped. We also consider the borehole radius, the density and the specific heat of the drilling mud and of the formation, where the measurement of temperature is known.The application of a Marquardt type method as an inverse method and the use of field data showed that the formation temperature and the simulated mud temperature are in agreement to the geothermal gradient and the measured information, respectively. The results indicate that the transitory temperature in shut-in period is a function of the mud circulation, of the shut-in time, of the formation temperature and the radius of the borehole. The sensitivity of the values predicted for the formation temperature are shown. Two examples of calculation are presented.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1879/967
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",DISTILLATION OF OIL USING VAPOR-PROPANE,"In order to improve the heavy oil production, previous works have been done developing experiments in relationship with steam injection and the use of propane as steam additive getting the results as follows: (1) production was accelerated, (2) steam injectivity was up, and (3) steam front velocity is higher.These results indicate an improved in the oil properties; however, with these kinds of experiments it is not possible to explain the origin of these phenomena. To explain the reasons of the phenomena mentioned, it was used a synthetic hydrocarbon for distillation experiments with heavy oils using vapor-propane. It was found that the lowers boiling points of the alkanes, due to the propane effect, are the responsible of such phenomena.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1880/968
Revista Mexicana de Ingeniería Química,VII. Ingenierías,"Ingeniería Química y sus interfaces con otras disciplinas de la Ingeniería: Termodinámica Catálisis, Cinética y Reactores; Simulación y Control; Fenómenos de Transporte; Seguridad; Ingeniería de Procesos; Biotecnología; Ingeniería de Alimentos",EVOLUTIONARY PROCESS SYNTHESIS FOR METHANE LIQUEFACTION,"This paper focuses on the development of several process alternatives for the liquefaction of natural gas through an evolutionary design approach, taking as a starting point scheme the Linde cycle. Based on thermodynamic considerations for an efficient use and application of the energy involved in the process, four cases of process alternatives are proposed for which the mass and energy balances are estimated through the use of a commercial simulator; the process schemes are evaluated and energetically compared against the minimum thermodynamic work required for the process. An optimal scheme which may reduce the energy consumption to very low levels (equivalent to only about 4 times the minimum work) has been obtained but demanding a more complex structure and more pieces of process equipment. The final selection of the process scheme must be selected among the different processes herein stated after a further economical analysis that includes both the investment and operating costs involved and that allows getting the best cost-effective option.",,http://www.rmiq.org/ojs311/index.php/rmiq/issue/view/65,http://www.rmiq.org/ojs311/index.php/rmiq/article/view/1881/969
