Titulo de revista,Área,Temática,Titulo del libro,Abstract,Resumen,Link inicial,Link articulo
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.","Detección molecular de coronavirus bovino asociado al complejo respiratorio bovino en ganado de engorda del valle de Mexicali, Baja California, México",,"ResumenEl complejo respiratorio bovino (CRB) es la principal causa de enfermedad y muerte en el ganado de engorda en todo el mundo. Es un síndrome infeccioso multifactorial provocado por distintos virus y bacterias que disminuyen la eficiencia productiva y ocasionan pérdidas económicas. En México, el CRB se ha reportado en todas las regiones donde se engorda ganado; sin embargo, esos reportes carecen de información sobre la presencia del coronavirus respiratorio bovino (CVB), haciendo necesario contar con herramientas de diagnóstico confiables y precisas para detectar la presencia de CVB en el ganado que se engorda en México, para proponer las medidas sanitarias apropiadas para su manejo clínico. En este trabajo, se desarrolló una plataforma de diagnóstico molecular de PCR en tiempo real (rt-PCR) que amplifica un fragmento de la proteína S del CVB en muestras de exudado nasal. Al aplicar la plataforma rt-PCR para CVB en bovinos de engorda en aparente estado de salud y con signos de enfermedad respiratoria asociados a CRB se encontró que 19/50 (38 %) resultaron positivos, confirmando la presencia de ese virus en el ganado de la región. Los resultados de este trabajo significan el primer reporte sobre la presencia del CVB asociado al CRB en la región ganadera del noroeste de México y sienta las bases para futuras investigaciones sobre papel que juega este virus en la presentación de la patología del CRB en los sistemas de explotación de bovinos de engorda en nuestra región y el país.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5137/4436
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.","Frecuencia de M. hyopneumoniae, M. hyorhinis y M. hyosynoviae en muestras nasales y de pulmón de cerdos con síntomas de neumonía enzoótica porcina",,"ResumenM. hyopneumoniae,M. hyorhinisyM. hyopsynoviaeson especies genéticamente relacionadas del géneroMycoplasmaque afectan la producción porcina. El objetivo de este trabajo fue el aislamiento e identificación por PCR deM. hyopneumoniae, M. hyorhinisyM. hyosynoviaea partir de hisopos nasales y muestras de pulmón de cerdos de diferentes regiones mexicanas para determinar la frecuencia de estas especies y evaluar la PCR como herramienta diagnóstica para NEP. Se incluyeron cerdos de 4 a 8 semanas con diagnóstico clínico de NEP. Se obtuvieron muestras de pulmón e hisopos nasales para el aislamiento deMycoplasmaen medio Friis líquido y se identificaron mediante la PCR especie-específica basada en la subunidad 16SrRNA. El aislamiento se logró en 37.11 % (36/97) muestras. Las tres especies deMycoplasmase identificaron en muestras de pulmón e hisopos nasales. La co-infección porMycoplasmase identificó en el 27.77 % (10/36). Los géneros bacterianos asociados a las infecciones porMycoplasmafueronE. coli, Bordetella, Enterobacter,SCN, Corynebacterium, Pasteurella, Streptococcus, ShigellayKebsiella. La infección mixta estuvo presente en 26 hisopos nasales (45.61 %) y ausente en pulmones. Se concluyó que la frecuencia deMycoplasmaen las fincas de producción fue mayor a la esperada (40.27 %). También se identificaron otras especies deMycoplasmainvolucradas en el desarrollo de la NEP. Por lo tanto, la vigilancia asistida por el aislamiento y las técnicas moleculares pueden ser de gran ayuda para la eliminación deMycoplasmade las explotaciones porcinas y para los proveedores de pie de cría.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5124/4439
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.","Presencia de Hymenolepis nana y diminuta en roedores de la ciudadela las Piñas, Milagro-Ecuador y su riesgo en salud pública",,"ResumenLa Hymenolepidiosis es una zoonosis de prevalencia mundial, sobre todo en niños, es causada por cestodos de roedores denominados Hymenolepis (H) nana e Hymenolepis diminuta, es muy frecuente en países en vías de desarrollo, con climas cálidos, templados y secos. El ciclo biológico de la H. nana no requiere de hospederos intermediarios, y su transmisión habitual es fecal-oral (por ingesta de huevos infectivos); y la infección de H. diminuta se da a través de la ingestión de artrópodos tenebriónidos con la forma larvaria cisticercoides. El objetivo de este estudio fue determinar la presencia de H. nana e H. diminuta en la ciudadela Las Piñas, de la ciudad de Milagro (Ecuador) y dar a conocer a través de charlas informativas el riesgo en salud pública; para esta investigación se capturaron roedores con ayuda de trampas Tomahawk y Sherman en complementariedad con cebos no tóxicos (carne, mortadela, pescado, pan). Mediante un estudio aplicado, con enfoque cualitativo, de tipo descriptivo-prospectivo-transversal, realizado entre el 1 de febrero al 30 de julio del 2018, se analizaron las muestras fecales por métodos directos y de flotación-centrifugación con solución salina sobresaturada.  De 87 roedores capturados y procesados,  20 casos (22.99 %) se determinó para  Hymenolepis nana y  10 casos (11.49 %) para H. diminuta. Constituyéndose en el primer reporte de Hymenolepis nana y diminuta en roedores en el país. Se concluye que es evidente la presencia de estos parásitos en el sitio de estudio, lo que podría convertirse en un serio problema de salud pública, por el riesgo de transmitirse a los habitantes del sector.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5182/4440
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.",Frecuencia de contaminación y de serotipos de Salmonella enterica y Escherichia coli en una operación integrada de matanza y deshuese de bovinos,,"ResumenEl objetivo fue determinar la frecuencia de contaminación y la diversidad de serotipos deSalmonellaenterica(SE) yEscherichia coli(EC) en diferentes etapas de los procesos de matanza y deshuese de bovinos. Se tomaron muestras de heces, canales y cortes primarios (100 de cada tipo) en un rastro Tipo Inspección Federal ubicado en Mexicali, Baja California. EC no se analizó en heces, por ser esta bacteria parte de la microbiota intestinal. La identidad de las cepas se confirmó por métodos bioquímicos y por PCR: genes taxonómicosinvAygadA, para SE y EC, respectivamente. En EC se investigó también la presencia de genes asociados con los principales patotipos. SE tuvo una frecuencia de 34 % en heces, 3 % en canales y 2 % en cortes, siendo Montevideo el serotipo predominante (72.5 % del total de cepas). EC se detectó en canales (34 %) y en cortes (11 %), en concentraciones promedio de 0.012 y 0.33 log UFC cm-2, respectivamente. Aunque varios de los serotipos de EC identificados están asociados con cepas enterotoxigénicas o productoras de toxinas tipo Shiga, ninguno portaba factores de virulencia característicos de estos patotipos. En resumen, las canales y cortes de bovino no son una fuente relevante de cepas patógenas de EC. En contraste, los bovinos constituyen un importante reservorio de SE, lo cual representa un riesgo para la salud pública. Se requieren estudios genómicos sobre el perfil de virulencia y los genes asociados con infecciones subclínicas en cepas de SE provenientes de animales aparentemente sanos",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5111/4442
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.",Antimicrobial resistance of Escherichia coli isolated from cattle carcasses and feces in Center of Mexico,,"ResumenEscherichia coliis an important microorganism as an intestinal microbiota of animals and humans, so its presence in food serves as an indicator of possible fecal contamination; some strains can cause disease, mainly due to the consumption of water and animal food contaminated. The objective of this study was to detemine the resistance to antimicrobials and the genetic character ofE. colipresent in the carcasses and feces of bovines killed in slaugtherhouses, and to know the epidemiological panorama in Mexico. The study was carried out in 32 strains in three municipal slaugtherhouses (A, B and C) obtained from bovines in Central Mexico; their resistance profile and their genetic relationship between the different isolates were analyzed by genotyping with the enzyme XbaI-PFGE; The dendrogram was constructed using the coefficient of similarity of Dice with a tolerance of 1.5 %. It is observed that 75 % (24/32) of the isolates show resistance to some antibiotic, 84.3 % (27/32) have an intermediate profile and 12.5 % (4/32) are sensitive to all antibiotics, the 28.1 % (9/32), were MDR; 27 PFGE and pulsetypes will be identified; 7 clusters were formed with 2 or more isolates (A-F and I) and two integrated with a strain (G and H). This study shows a diversity antimicrobial resistance present in cattle carcasses and feces in Mexico, which is a risk factor and a public health problem.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5073/4444
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.","Resistencia antimicrobiana de Salmonella spp aisladas de canales de cerdo obtenidas de dos tipos de rastros en Jalisco, México",,"ResumenSalmonellaes una de las principales bacterias que originan enfermedades transmitidas por alimentos. El estudio de la resistencia mostrada porSalmonellaa diferentes antimicrobianos ha cobrado importancia en los últimos años debido a las complicaciones en el tratamiento de las infecciones causadas por cepas resistentes. Este estudio muestra el perfil de resistencia de cepas deSalmonellaaisladas en dos rastros que se diferencian en los procesos de sacrificio y faenado del ganado porcino. Los resultados de este estudio muestran que el rastro que ha implementado y cumple con los procesos sanitarios de obtención de la carne tiene una menor cantidad de aislamientos deSalmonella(1.3 %), que aquel cuyas prácticas de higiene son menos rigurosas (46.8 %) (P<0.05). Los principales serotipos deSalmonellaencontrados  fueron London  (44.7 %), Anatum (15.8 %), Agona, Muenchen y Typhimurium (7.9 %). La resistencia a los aminoglucósidos (100 %), tetraciclinas (73.7 %) y ciprofloxacina (44.7 %) fueron predominantes en los aislamientos evaluados. El 66.6 % de las cepas evaluadas fueron resistentes a 3 ó 4 clases diferentes de antimicrobianos, y se encontró la presencia del gen que codifica para la integrasa 1. Los resultados muestran queSalmonellaha adquirido diferentes elementos genéticos que la vuelven resistente a diferentes clases de antimicrobianos, complicando el tratamiento de una infección causada por este patógeno. Así mismo, sugieren que la implementación y cumplimiento de los procesos sanitarios de obtención de la carne del ganado porcino disminuyen los aislamientos deSalmonellaen las canales.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5386/4446
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.","Influence of milking method, storage conditions and somatic cell counts on the milk quality form tanks",,"ResumenThe objective of this study was to evaluate the influence of the milking method, the storage conditions and the SCC (Somatic Cell Count) increase on the quality of raw milk. Monthly evaluations were performed out over a year in 21 tanks by monitoring the refrigeration temperature and the storage time of the milk in the tank. The tanks were grouped into three temperature levels. Milk storage time intervals were established in each tank: up to 24 h of storage; between 24 and 48 h; and above 48 h. The effect of SCC on the composition was evaluated in three categories: Low SCC; Medium SCC; High SCC. In the analyzed period, 10.8 % presented low SCC, followed by 46.5 % with medium SCC, while 42.7 % had high SCC. There was a positive correlation between SCC and protein, and a negative correlation between SCC and lactose. It is concluded that the milking method does not influence the microbial contamination of the milk; however, longer storage time and increased temperature influenced an increase in microorganism counts in milk. In evaluating the hygienic/sanitary quality of the milk, 42.7 % had high SCC and the total bacterial counts presented values above the values recommended by legislation.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5255/4448
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.",Serotypes and Stx2 subtyping of Shiga toxin producing Escherichia coli isolates from cattle carcasses and feces,,"ResumenShiga toxinE. coli(STEC) is an important pathogen responsible for foodborne illness, this have been related with epidemic outbreaks in the past, mainly because of consumption of bovine meat. The objective of this study was identify the serotypes and Stx2 subtypes and associate them with their possible epidemiology. There were analyzed a total of 65 isolates from the collection of the Centro de Investigación y Estudios Avanzados en Salud Animal, Facultad de Medicina Veterinaria y Zootecnia of the Universidad Autónoma del Estado de México, from carcasses and feces of bovines at three different Municipal slaughterhouses. The identification ofStx2gene by PCR at final point, sequencing and analyzed with the help of BLAST software. There were found O157:H7, O70:H16, O91:H10, O112ac:H2, O128ac:H26 serotypes, which have been reported to be present at infectious outbreaks previously by foodborne worldwide; 63.07% (41/65) of theEscherichia colistrains got amplified for Stx2 and after BLAS analysis it was confirmed its presence and a hypothetic protein. The presence of this serotypes in combination with different subtype’s, Stx2a, Stx2c, Stx2d, in carcasses and feces of bovine in must be considered as a potential risk for diseases an important problem of the public health.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5049/4450
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.",Impacto de la inclusión de información extranjera sobre la evaluación genética mexicana de sementales Holstein,,"ResumenEl objetivo del presente estudio fue evaluar el impacto de la inclusión de información extranjera de sementales de la raza Holstein, sobre su evaluación genética para las características de producción de leche (PL), grasa (PG) y proteína (PP) en kilogramos. Lo anterior, se logró mediante la comparación de valores genéticos (VG) y confiabilidades (CF), agrupación de sementales por número de hijas, ordenamiento de los sementales y la superioridad genética esperada por año ((∆I_s)⁄ys), con diferentes escenarios determinados por la intensidad de selección (〖ip〗_s) de sementales usados en la evaluación genética nacional (EG-MEX), los incorporados a la evaluación genética internacional con hijas en México (EG-I) y la evaluación genética internacional con o sin hijas en México (EG-MACE). En total, se analizó la información de 5,825 sementales en la para PL y 3,914 para PG y PP. El impacto de la información extranjera en la EG-MEX es positivo, debido a que mejora la CF de los VG de los sementales usados en México. También, permitió observar diferencias importantes de los VG y CF entre las evaluaciones, generando una oportunidad de mejoramiento en la población Holstein mexicana; por lo que, es recomendable continuar con la participación en el programa de Interbull, y considerar el uso de la información validada de manera internacional en los procesos de selección de animales productores de leche y sus componentes. Estas acciones pueden contribuir de manera importante en el incremento del progreso genético productivo a nivel nacional.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5379/4452
Revista Mexicana de Ciencias Pecuarias,VI. Biotecnología y Ciencias Agropecuarias,"Inmunología, Microbiología, Epidemiología, Parasitología, Reproducción, Genética, Nutrición, Apicultura, Socioeconomía, Forrajes y Pastizales, Inocuidad.",Análisis genómico de diversidad y estructura genómica de las poblaciones bovinas de la raza mexicana de Lidia,,"ResumenLa raza bovina de Lidia ha sido seleccionada desde el siglo XIII para participar en festejos sociales reconocidos bajo el término de “Tauromaquia”. En la actualidad forman parte de la identidad de las culturas regionales de varios países. En México, la raza se especializó a finales del siglo XIX cuando cuatro familias mexicanas importaron un número reducido de bovinos de España. De estas importaciones actualmente solo permanecen las líneas derivadas de las familias Llaguno y González. En la familia Llaguno se llevaron diferentes estrategias de reproducción. Antonio Llaguno cruzó los recién importados bovinos españoles entre sí; de dichas cruzas derivó la línea que actualmente es reconocida como “Pura”. Por otro lado, Julián Llaguno realizó cruzas entre hembras criollas con machos españoles, línea conocida como “Impura”. Por último, entre1996 y 1997, un grupo de ganaderos importó bovinos pertenecientes a ciertos encastes españoles como Domecq, Murube, Santa Coloma, entre otros. El objetivo del presente estudio fue investigar la diversidad genómica, estructura poblacional, niveles de endogamia y relaciones genéticas entre las poblaciones de Lidia mexicana, utilizando marcadores moleculares de tipo SNP. La población fue dividida en cinco grupos: Antonio Llaguno, Julián Llaguno, González, y dos grupos que incluían bien importaciones recientes de origen Domecq, o bien importaciones recientes de origen Santa Coloma. Los resultados permiten apreciar diferentes orígenes genéticos dentro de la familia Llaguno en función de su origen histórico: Antonio y Julián. En el resto de grupos también se observa una clara diferenciación genética. Este aislamiento genético entre poblaciones de Lidia mexicana es una característica de su singularidad.",http://cienciaspecuarias.inifap.gob.mx,https://cienciaspecuarias.inifap.gob.mx/index.php/Pecuarias/article/view/5302/4454
